1001,0,72,72,74
1002,1,69,90,88
1003,0,90,95,93
1004,0,47,57,44
1005,0,76,78,75
1006,0,71,83,78
1007,1,88,95,92
1008,0,40,43,39
1009,1,64,64,67
1010,0,38,60,50
1011,0,58,54,52
1012,0,40,52,43
1013,0,65,81,73
1014,1,78,72,70
1015,0,50,53,58
1016,0,69,75,78
1017,0,88,89,86
1018,0,18,32,28
1019,1,46,42,46
1020,0,54,58,61
1021,0,66,69,63
1022,1,65,75,70
1023,0,44,54,53
1024,0,69,73,73
1025,1,74,71,80
1026,0,73,74,72
1027,0,69,54,55
1028,0,67,69,75
1029,0,70,70,65
1030,0,62,70,75
1031,0,69,74,74
1032,0,63,65,61
1033,0,56,72,65
1034,0,40,42,38
1035,0,97,87,82
1036,1,81,81,79
1037,0,74,81,83
1038,0,50,64,59
1039,1,75,90,88
1040,0,57,56,57
1041,0,55,61,54
1042,0,58,73,68
1043,0,53,58,65
1044,1,59,65,66
1045,0,50,56,54
1046,0,65,54,57
1047,1,55,65,62
1048,0,66,71,76
1049,1,57,74,76
1050,1,82,84,82
1051,0,53,55,48
1052,1,77,69,68
1053,0,53,44,42
1054,0,88,78,75
1055,1,71,84,87
1056,0,33,41,43
1057,1,82,85,86
1058,0,52,55,49
1059,1,58,59,58
1060,0,0,17,10
1061,1,79,74,72
1062,0,39,39,34
1063,0,62,61,55
1064,0,69,80,71
1065,0,59,58,59
1066,0,67,64,61
1067,0,45,37,37
1068,0,60,72,74
1069,0,61,58,56
1070,0,39,64,57
1071,1,58,63,73
1072,1,63,55,63
1073,0,41,51,48
1074,0,61,57,56
1075,0,49,49,41
1076,0,44,41,38
1077,0,30,26,22
1078,1,80,78,81
1079,1,61,74,72
1080,0,62,68,68
1081,0,47,49,50
1082,0,49,45,45
1083,1,50,47,54
1084,0,72,64,63
1085,0,42,39,34
1086,0,73,80,82
1087,0,76,83,88
1088,0,71,71,74
1089,0,58,70,67
1090,0,73,86,82
1091,0,65,72,74
1092,0,27,34,36
1093,0,71,79,71
1094,1,43,45,50
1095,0,79,86,92
1096,1,78,81,82
1097,1,65,66,62
1098,1,63,72,70
1099,0,58,67,62
1100,0,65,67,62
1101,0,79,67,67
1102,1,68,74,74
1103,0,85,91,89
1104,1,60,44,47
1105,1,98,86,90
1106,0,58,67,72
1107,0,87,100,100
1108,1,66,63,64
1109,0,52,76,70
1110,0,70,64,72
1111,1,77,89,98
1112,0,62,55,49
1113,0,54,53,47
1114,0,51,58,54
1115,1,99,100,100
1116,0,84,77,74
1117,0,75,85,82
1118,0,78,82,79
1119,0,51,63,61
1120,0,55,69,65
1121,1,79,92,89
1122,1,91,89,92
1123,1,88,93,93
1124,0,63,57,56
1125,0,83,80,73
1126,0,87,95,86
1127,0,72,68,67
1128,1,65,77,74
1129,0,82,82,74
1130,0,51,49,51
1131,0,89,84,82
1132,1,53,37,40
1133,1,87,74,70
1134,1,75,81,84
1135,1,74,79,75
1136,0,58,55,48
1137,1,51,54,41
1138,0,70,55,56
1139,0,59,66,67
1140,1,71,61,69
1141,0,76,72,71
1142,0,59,62,64
1143,1,42,55,54
1144,0,57,43,47
1145,0,88,73,78
1146,0,22,39,33
1147,0,88,84,75
1148,0,73,68,66
1149,1,68,75,81
1150,1,100,100,93
1151,1,62,67,69
1152,0,77,67,68
1153,1,59,70,66
1154,0,54,49,47
1155,0,62,67,61
1156,1,70,89,88
1157,1,66,74,78
1158,0,60,60,60
1159,1,61,86,87
1160,0,66,62,64
1161,1,82,78,74
1162,1,75,88,85
1163,0,49,53,52
1164,0,52,53,49
1165,0,81,92,91
1166,1,96,100,100
1167,1,53,51,51
1168,1,58,76,78
1169,1,68,83,78
1170,1,67,75,70
1171,1,72,73,74
1172,0,94,88,78
1173,0,79,86,81
1174,0,63,67,70
1175,1,43,51,54
1176,1,81,91,87
1177,1,46,54,58
1178,1,71,77,77
1179,1,52,70,62
1180,1,97,100,100
1181,1,62,68,75
1182,0,46,64,66
1183,0,50,50,47
1184,0,65,69,70
1185,1,45,52,49
1186,1,65,67,65
1187,0,80,76,65
1188,1,62,66,68
1189,0,48,52,45
1190,0,77,88,87
1191,0,66,65,69
1192,1,76,83,79
1193,0,62,64,66
1194,1,77,62,62
1195,1,69,84,85
1196,0,61,55,52
1197,1,59,69,65
1198,0,55,56,51
1199,0,45,53,55
1200,0,78,79,76
1201,1,67,84,86
1202,0,65,81,77
1203,0,69,77,69
1204,0,57,69,68
1205,0,59,41,42
1206,1,74,71,78
1207,0,82,62,62
1208,1,81,80,76
1209,0,74,81,76
1210,0,58,61,66
1211,1,80,79,79
1212,0,35,28,27
1213,0,42,62,60
1214,1,60,51,56
1215,1,87,91,81
1216,1,84,83,75
1217,1,83,86,88
1218,0,34,42,39
1219,0,66,77,70
1220,1,61,56,56
1221,1,56,68,74
1222,0,87,85,73
1223,0,55,65,62
1224,0,86,80,75
1225,1,52,66,73
1226,0,45,56,54
1227,0,72,72,71
1228,0,57,50,54
1229,0,68,72,64
1230,1,88,95,94
1231,0,76,64,66
1232,0,46,43,42
1233,0,67,86,83
1234,0,92,87,78
1235,1,83,82,84
1236,0,80,75,77
1237,0,63,66,67
1238,1,64,60,74
1239,0,54,52,51
1240,0,84,80,80
1241,1,73,68,66
1242,0,80,83,83
1243,0,56,52,55
1244,0,59,51,43
1245,0,75,74,69
1246,0,85,76,71
1247,0,89,76,74
1248,1,58,70,68
1249,0,65,64,62
1250,0,68,60,53
1251,1,47,49,49
1252,0,71,83,83
1253,1,60,70,70
1254,0,80,80,72
1255,0,54,52,52
1256,0,62,73,70
1257,0,64,73,68
1258,1,78,77,77
1259,0,70,75,78
1260,1,65,81,81
1261,1,64,79,77
1262,1,79,79,78
1263,0,44,50,51
1264,0,99,93,90
1265,0,76,73,68
1266,0,59,42,41
1267,0,63,75,81
1268,0,69,72,77
1269,1,88,92,95
1270,0,71,76,70
1271,0,69,63,61
1272,0,58,49,42
1273,0,47,53,58
1274,0,65,70,71
1275,1,88,85,76
1276,0,83,78,73
1277,1,85,92,93
1278,1,59,63,75
1279,0,65,86,80
1280,0,73,56,57
1281,0,53,52,42
1282,0,45,48,46
1283,0,73,79,84
1284,1,70,78,78
1285,0,37,46,46
1286,1,81,82,82
1287,1,97,82,88
1288,0,67,89,82
1289,0,88,75,76
1290,1,77,76,77
1291,0,76,70,68
1292,0,86,73,70
1293,1,63,60,57
1294,0,65,73,75
1295,1,78,77,80
1296,0,67,62,60
1297,1,46,41,43
1298,1,71,74,68
1299,1,40,46,50
1300,0,90,87,75
1301,1,81,78,81
1302,0,56,54,52
1303,1,67,84,81
1304,0,80,76,64
1305,1,74,75,83
1306,0,69,67,69
1307,1,99,87,81
1308,0,51,52,44
1309,0,53,71,67
1310,0,49,57,52
1311,0,73,76,80
1312,0,66,60,57
1313,1,67,61,68
1314,1,68,67,69
1315,1,59,64,75
1316,0,71,66,65
1317,1,77,82,91
1318,0,83,72,78
1319,0,63,71,69
1320,0,56,65,63
1321,1,67,79,84
1322,0,75,86,79
1323,0,71,81,80
1324,0,43,53,53
1325,0,41,46,43
1326,0,82,90,94
1327,0,61,61,62
1328,0,28,23,19
1329,1,82,75,77
1330,0,41,55,51
1331,0,71,60,61
1332,0,47,37,35
1333,1,62,56,53
1334,0,90,78,81
1335,0,83,93,95
1336,0,61,68,66
1337,1,76,70,69
1338,0,49,51,43
1339,0,24,38,27
1340,1,35,55,60
1341,0,58,61,52
1342,0,61,73,63
1343,1,69,76,74
1344,1,67,72,67
1345,0,79,73,67
1346,0,72,80,75
1347,0,62,61,57
1348,1,77,94,95
1349,0,75,74,66
1350,0,87,74,76
1351,0,52,65,69
1352,0,66,57,52
1353,1,63,78,80
1354,0,46,58,57
1355,0,59,71,70
1356,0,61,72,70
1357,0,63,61,61
1358,1,42,66,69
1359,0,59,62,61
1360,0,80,90,89
1361,0,58,62,59
1362,1,85,84,78
1363,0,52,58,58
1364,0,27,34,32
1365,0,59,60,58
1366,1,49,58,60
1367,1,69,58,53
1368,0,61,66,61
1369,0,44,64,58
1370,0,73,84,85
1371,0,84,77,71
1372,1,45,73,70
1373,0,74,74,72
1374,1,82,97,96
1375,0,59,70,73
1376,0,46,43,41
1377,0,80,90,82
1378,1,85,95,100
1379,0,71,83,77
1380,0,66,64,62
1381,0,80,86,83
1382,1,87,100,95
1383,0,79,81,71
1384,0,38,49,45
1385,0,38,43,43
1386,0,67,76,75
1387,0,64,73,70
1388,0,57,78,67
1389,0,62,64,64
1390,0,73,70,75
1391,1,73,67,59
1392,0,77,68,77
1393,0,76,67,67
1394,1,57,54,56
1395,1,65,74,77
1396,0,48,45,41
1397,0,50,67,63
1398,0,85,89,95
1399,0,74,63,57
1400,0,60,59,54
1401,1,59,54,67
1402,0,53,43,43
1403,0,49,65,55
1404,1,88,99,100
1405,0,54,59,62
1406,0,63,73,68
1407,1,65,65,63
1408,0,82,80,77
1409,1,52,57,56
1410,1,87,84,85
1411,1,70,71,74
1412,1,84,83,78
1413,0,71,66,60
1414,1,63,67,67
1415,1,51,72,79
1416,0,84,73,69
1417,1,71,74,68
1418,0,74,73,67
1419,0,68,59,62
1420,1,57,56,54
1421,1,82,93,93
1422,1,57,58,64
1423,1,47,58,67
1424,1,59,85,80
1425,0,41,39,34
1426,0,62,67,62
1427,0,86,83,86
1428,0,69,71,65
1429,0,65,59,53
1430,0,68,63,54
1431,0,64,66,59
1432,0,61,72,70
1433,0,61,56,55
1434,0,47,59,50
1435,0,73,66,66
1436,1,50,48,53
1437,0,75,68,64
1438,0,75,66,73
1439,0,70,56,51
1440,1,89,88,82
1441,1,67,81,79
1442,0,78,81,80
1443,0,59,73,69
1444,0,73,83,76
1445,0,79,82,73
1446,1,67,74,77
1447,0,69,66,60
1448,1,86,81,80
1449,0,47,46,42
1450,0,81,73,72
1451,1,64,85,85
1452,0,100,92,97
1453,0,65,77,74
1454,0,65,58,49
1455,0,53,61,62
1456,0,37,56,47
1457,0,79,89,89
1458,0,53,54,48
1459,0,100,100,100
1460,1,72,65,68
1461,0,53,58,55
1462,0,54,54,45
1463,0,71,70,76
1464,0,77,90,91
1465,1,75,58,62
1466,0,84,87,91
1467,0,26,31,38
1468,1,72,67,65
1469,1,77,88,85
1470,0,91,74,76
1471,1,83,85,90
1472,0,63,69,74
1473,1,68,86,84
1474,0,59,67,61
1475,1,90,90,91
1476,1,71,76,83
1477,1,76,62,66
1478,0,80,68,72
1479,0,55,64,70
1480,0,76,71,67
1481,1,73,71,68
1482,0,52,59,56
1483,0,68,68,61
1484,0,59,52,46
1485,0,49,52,54
1486,0,70,74,71
1487,0,61,47,56
1488,0,60,75,74
1489,1,64,53,57
1490,1,79,82,82
1491,0,65,85,76
1492,0,64,64,70
1493,0,83,83,90
1494,0,81,88,90
1495,0,54,64,68
1496,1,68,64,66
1497,0,54,48,52
1498,1,59,78,76
1499,0,66,69,68
1500,0,76,71,72
1501,0,74,79,82
1502,1,94,87,92
1503,0,63,61,54
1504,1,95,89,92
1505,0,40,59,54
1506,0,82,82,80
1507,0,68,70,66
1508,0,55,59,54
1509,0,79,78,77
1510,0,86,92,87
1511,0,76,71,73
1512,0,64,50,43
1513,0,62,49,52
1514,1,54,61,62
1515,1,77,97,94
1516,1,76,87,85
1517,0,74,89,84
1518,1,66,74,73
